StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,Q34,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q5_1,Q5_2,Q5_3,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q6_8,Q6_9,Q6_10,Q6_11,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q35,Q35_6_TEXT,Q23,Q36_6_TEXT,Q36,Q37_6_TEXT,Q37,Q38_6_TEXT,Q38,Q39_6_TEXT,Q39,Q40_6_TEXT,Q40,Q8_1,Q8_2,Q10,Q11,Q2,Q3,Q15,Q35,Q37_6_TEXT - Topics
8/31/15 21:31,9/1/15 20:54,0,128.171.71.146,100,84154,1,9/1/15 20:54,R_b1L2NisjtjEuWz3,,,,,19.69760132,-155.1412964,anonymous,2034,5,5,5,5,5,5,3,5,7,5,5,3,4,5,2,4,4,4,4,5,4,4,2,4,3,1,6,architect,15,medical,14,engineer,15,scientist,14,biologist,14,commander,15,2,2,7,2,Built experiment with different people,"Danced today, longer than planned because it was fun",9/1/15,,
9/1/15 20:49,9/1/15 20:54,0,128.171.71.146,100,299,1,9/1/15 20:54,R_8HMPWnM0uI4vmfj,,,,,19.69760132,-155.1412964,anonymous,2036,6,6,6,5,5,5,2,9,8,4,6,6,6,5,1,4,5,6,5,5,5,2,3,5,4,2,6,architect,15,medical,15,engineer,15,scientist,15,biologist,15,commander,15,1,2,6,2,"Most of my work today was a lone task, though I did work closely with mission support throughout",We had our first Salsa lesson tonight...had an awesome time!,9/1/15,MSU software still isn't up and running yet,
9/1/15 20:50,9/1/15 20:55,0,128.171.71.146,100,270,1,9/1/15 20:55,R_0wfL40FykAe6pfv,,,,,19.69760132,-155.1412964,anonymous,2033,5,5,5,5,5,5,5,3,5,2,5,5,5,5,2,4,5,5,5,5,4,1,4,3,4,3,6,architect,15,medical,15,engineer,16,scientist,15,biologist,15,commander,15,1,3,4,1,,,9/1/15,Computer software isnt working so badges werent worn,
9/1/15 20:53,9/1/15 21:00,0,128.171.71.146,100,431,1,9/1/15 21:00,R_bsBkcnBuQJhRyoR,,,,,19.69760132,-155.1412964,anonymous,2032,5,5,5,4,4,4,4,7,6,4,4,5,5,5,2,1,2,4,5,4,3,3,2,3,2,2,6,architect,15,medical,15,engineer,16,scientist,15,biologist,15,commander,16,2,1,7.5,2,Made a respectable dinner with Andrzej and crew salsa dancing went from a half hour to a full 1.5 hours which was fun. And scary but hey. Good bonding time.,"People seemed overtly antsy about small things, needless small bickering, some mildly abrasive sarcasm. Still figuring each other out.",9/1/15,Badge and many other systems are still not working properly,
9/2/15 19:15,9/2/15 19:20,0,128.171.71.146,100,313,1,9/2/15 19:20,R_eXIFGCfkgTZRIXj,,,,,19.69760132,-155.1412964,anonymous,2033,5,5,5,5,5,5,2,3,7,2,4,5,5,5,2,4,4,5,5,5,4,1,3,3,3,4,6,architect,15,medical,15,engineer,15,scientist,15,biologist,15,commander,14,1,2,6:15,1,,,9/2/15,Badges werent used today,
9/2/15 19:20,9/2/15 19:25,0,128.171.71.146,100,315,1,9/2/15 19:25,R_72tIQab3WIjLHmt,,,,,19.69760132,-155.1412964,anonymous,2032,5,5,5,4,5,5,3,7,7,5,4,5,5,6,1,1,1,5,6,6,3,4,2,4,3,1,6,architect,15,medical,16,engineer,16,scientist,15,biologist,15,commander,16,2,1,7.6,2,"Suit up drill was run, everyone piled on and we had a great time, and now can reach suits fast, we're all experienced.","Shey made pizza rolls which were amazing and i did an hour of P90X with Carmel and didn't die, which is great fun. Just a calm work day till all the IT issues finally get resolved",9/2/15,Badges and server still down,
9/2/15 21:40,9/2/15 21:46,0,128.171.71.146,100,345,1,9/2/15 21:46,R_1XMg8KZuJDeSgzb,,,,,19.69760132,-155.1412964,anonymous,2036,5,6,6,5,5,5,2,8,9,4,5,5,4,6,1,1,1,4,5,6,3,3,3,5,3,1,6,architect,14,medical,15,engineer,15,scientist,15,biologist,15,commander,14,1,1,6,2,"I had a lot of time to myself to compete personal tasks today, but did effectively run our morning space suit training drill, and was able to lend a hand to general housekeeping tasks",Not very many social activities today,9/2/15,"Badges not worn today, as issues with MSU software have still not been resolved",
9/2/15 22:04,9/2/15 22:09,0,64.75.215.58,100,315,1,9/2/15 22:09,R_56E3Tr9AWZv3QZ7,,,,,20.00169373,-155.5326996,anonymous,2031,5,5,6,5,5,5,3,7,8,2,3,5,5,6,1,2,4,4,6,6,3,2,3,5,3,1,6,architect,13,medical,14,engineer,15,scientist,15,biologist,15,commander,15,2,1,8,2,Helped a crewmember with her ptoject. We made progress.,"Chatting, sharing meals, exercising, dancing salsa. All positive.",9/2/15,,
9/2/15 22:17,9/2/15 22:23,0,128.171.71.146,100,402,1,9/2/15 22:23,R_eFB3cFKaoqk4elD,,,,,19.69760132,-155.1412964,anonymous,2034,5,5,5,5,5,5,4,6,5,5,3,3,4,5,2,2,4,5,5,5,3,4,3,3,3,4,6,architect,13,medical,15,engineer,15,scientist,14,biologist,14,commander,15,1,3,9,3,Tested space suits and hazmat suits - now everyone has tested each suit once,Some fun dancing,9/2/15,,
9/3/15 19:59,9/3/15 20:03,0,128.171.71.146,100,256,1,9/3/15 20:03,R_agXWOMzkHAyYQoR,,,,,19.69760132,-155.1412964,anonymous,2033,5,5,5,5,5,5,4,7,6,2,5,5,4,5,3,4,4,4,4,4,4,2,4,4,3,2,6,architect,15,medical,15,engineer,16,scientist,15,biologist,15,commander,15,1,3,6.5,1,,,9/3/15,Badges were not worn,
9/3/15 21:09,9/3/15 21:13,0,128.171.71.146,100,250,1,9/3/15 21:13,R_2nJg6MRzYgvhiK1,,,,,19.69760132,-155.1412964,anonymous,2032,5,5,4,5,5,5,2,6,7,6,4,5,5,5,1,1,2,4,5,5,3,4,3,4,3,2,6,architect,15,medical,15,engineer,16,scientist,14,biologist,15,commander,16,3,1,7.5,2,Planned tomorrows dual EVA,"Had a good time working out very hard, which is why I'm sore, and we all had dinner together, fun stuff. Too busy for salsa though, alas ",9/3/15,Badges are down,
9/3/15 21:58,9/3/15 22:02,0,64.75.215.58,100,254,1,9/3/15 22:02,R_8em7AgqxDX48htH,,,,,20.00169373,-155.5326996,anonymous,2031,6,5,6,5,5,5,2,7,7,6,4,6,5,6,1,1,4,5,6,6,4,4,3,4,4,2,6,architect,13,medical,14,engineer,15,scientist,14,biologist,15,commander,15,2,1,6,1,,,9/3/15,,
9/3/15 22:03,9/3/15 22:06,0,128.171.71.146,100,201,1,9/3/15 22:06,R_0vNEJaACjT5mLxr,,,,,19.69760132,-155.1412964,anonymous,2035,6,6,6,6,6,6,1,5,7,5,5,5,5,5,2,2,2,5,5,5,4,4,4,4,4,2,6,architect,13,medical,13,engineer,14,scientist,15,biologist,13,commander,14,1,1,7,2,We did our first round of TPT and VR. ,"A few tense moments around dishes, nothing more.",9/3/17,They still don't function,
9/3/15 22:02,9/3/15 22:07,0,128.171.71.146,100,285,1,9/3/15 22:07,R_cvBRSPk32gvGiXz,,,,,19.69760132,-155.1412964,anonymous,2034,5,5,5,5,6,6,5,6,6,5,5,5,5,5,2,2,2,5,2,5,4,4,3,4,5,4,6,architect,12,medical,13,engineer,15,scientist,14,biologist,15,commander,15,2,1,7,1,Assembled experiment with help of other crewmembers,Had lunch and dinner together,9/3/15,,
9/3/15 22:03,9/3/15 22:09,0,128.171.71.146,100,317,1,9/3/15 22:09,R_82Juhn1sucy9xch,,,,,19.69760132,-155.1412964,anonymous,2036,5,6,6,5,5,5,1,9,9,2,5,5,4,6,1,1,1,5,4,5,4,1,3,5,4,1,6,architect,16,medical,15,engineer,15,scientist,13,biologist,15,commander,15,1,1,7,3,"I mostly worked on lone tasks today, but did have the opportunity to help Christiane with her greenhouse build a little.",Not very much social activity today outside of meals.  People seemed to be tired or busy heading into the evening.,9/3/15,"Badge software is now working, but more setup on the admin computer is required",
9/4/15 19:55,9/4/15 20:01,0,128.171.71.146,100,345,1,9/4/15 20:01,R_8GEZutP6roZmr8p,,,,,19.69760132,-155.1412964,anonymous,2034,5,5,5,5,5,5,4,6,7,6,5,5,5,5,2,2,3,5,3,5,4,5,3,4,4,2,6,architect,13,medical,15,engineer,16,scientist,15,biologist,15,commander,15,2,1,6,2,Went on successful  EVA,Group meals,9/4/15,,
9/4/15 19:58,9/4/15 20:03,0,128.171.71.146,100,325,1,9/4/15 20:03,R_9XNqPrbqajZUOTb,,,,,19.69760132,-155.1412964,anonymous,2033,4,4,4,4,4,4,3,6,6,2,5,5,5,5,2,3,4,5,5,5,3,1,3,3,3,3,6,architect,15,medical,15,engineer,15,scientist,15,biologist,15,commander,15,1,1,7,1,,,9/4/15,Badges not used,
9/4/15 19:58,9/4/15 20:05,0,64.75.215.58,100,417,1,9/4/15 20:05,R_56IBljiKwi08hzn,,,,,20.00169373,-155.5326996,anonymous,2031,5,5,6,5,5,5,2,7,7,1,3,5,5,6,1,1,5,5,6,6,3,2,3,4,3,1,6,architect,15,medical,14,engineer,14,scientist,15,biologist,16,commander,14,2,1,6,1,,,9/4/15,,
9/4/15 19:58,9/4/15 20:05,0,128.171.71.146,100,446,1,9/4/15 20:05,R_cAYKLFAt24iDT0h,,,,,19.69760132,-155.1412964,anonymous,2032,5,5,5,4,5,5,2,8,8,5,4,5,5,6,1,1,2,5,6,6,3,4,3,5,3,2,6,architect,16,medical,16,engineer,16,scientist,16,biologist,16,commander,16,2,1,8,3,"I was the gopher today and just helped everyone do everything, people seemed to love it. Also did hab comms and helped out with all the evas.","Just a lot of fun and random things with people, doing projects and having fun discussions ",9/4/15,Badges should be fixed soon,
9/4/15 20:01,9/4/15 20:08,0,128.171.71.146,100,416,1,9/4/15 20:08,R_0HAdCLHWq2J4MzH,,,,,19.69760132,-155.1412964,anonymous,2036,5,6,6,5,6,6,2,9,9,4,5,6,5,6,1,1,1,6,5,6,4,3,4,5,4,1,6,architect,16,medical,16,engineer,16,scientist,16,biologist,16,commander,16,1,1,8,3,"I helped in the kitchen, and was HabCom supporting two EVAs","We had a great even meal picnic-style, and watched Guardians of the Galaxy",9/4/15,Still trying to sort out the admin computer,
9/5/15 19:52,9/5/15 19:54,0,128.171.71.146,100,162,1,9/5/15 19:54,R_cBEGxG9bc5oftch,,,,,19.69760132,-155.1412964,anonymous,2033,5,5,5,5,5,5,4,6,6,1,3,5,5,5,2,3,5,5,5,5,3,1,3,3,3,3,6,architect,15,medical,15,engineer,15,scientist,15,biologist,15,commander,15,1,1,7,1,,,9/5/15,Badges not started yet,
9/5/15 20:03,9/5/15 20:07,0,128.171.71.146,100,278,1,9/5/15 20:07,R_2fB3jDQK9jCL6uN,,,,,19.69760132,-155.1412964,anonymous,2034,5,5,5,5,5,5,4,2,6,2,2,4,2,5,2,2,2,4,4,4,4,2,2,3,3,3,6,architect,14,medical,14,engineer,14,scientist,14,biologist,14,commander,15,2,1,4.5,1,,,9/5/15,,
9/5/15 21:39,9/5/15 21:44,0,64.75.215.58,100,291,1,9/5/15 21:44,R_3rVAQWfffjTpzGl,,,,,20.00169373,-155.5326996,anonymous,2031,5,5,6,5,5,5,7,7,7,2,2,5,5,6,2,1,4,5,2,5,4,2,2,4,4,2,6,architect,13,medical,13,engineer,13,scientist,13,biologist,14,commander,14,2,1,8,3,,,9/5/15,,
9/5/15 21:43,9/5/15 21:50,0,128.171.71.146,100,455,1,9/5/15 21:50,R_etDQPOgJtiEilPT,,,,,19.69760132,-155.1412964,anonymous,2036,5,6,5,5,5,5,2,8,9,2,5,6,4,6,1,1,1,4,5,5,4,2,3,5,3,2,6,architect,16,medical,15,engineer,15,scientist,16,biologist,16,commander,16,1,1,8,3,"I worked mostly on lone projects today, although I did help out in the kitchen at lunch.","I played a card game with two other crewmembers this evening.  Overall, today was a low-workload, social day.",9/5/15,Still trying to sort out the admin computer,
9/5/15 21:48,9/5/15 21:53,0,128.171.71.146,100,297,1,9/5/15 21:53,R_1ZaCRMs1Pqf7bH7,,,,,19.69760132,-155.1412964,anonymous,2035,5,5,5,5,5,5,2,6,8,2,2,5,4,6,1,1,5,5,5,5,2,2,2,4,2,1,6,architect,15,medical,13,engineer,15,scientist,14,biologist,14,commander,15,1,1,9,3,"We cooked together, planned and did our daily tasks.",See above.,9/5/15,Badges are still not functional,
9/6/15 19:45,9/6/15 19:48,0,128.171.71.146,100,211,1,9/6/15 19:48,R_em9Rswum6lcldWt,,,,,19.69760132,-155.1412964,anonymous,2033,5,5,5,5,5,5,3,6,7,1,4,5,5,5,2,2,5,5,5,5,2,1,3,4,3,1,6,architect,15,medical,15,engineer,15,scientist,15,biologist,15,commander,15,1,1,7.5,2,,,9/6/15,Badges not up yet,
9/6/15 19:48,9/6/15 19:53,0,128.171.71.146,100,277,1,9/6/15 19:53,R_0fC26lFruavveXr,,,,,19.69760132,-155.1412964,anonymous,2032,5,5,5,5,5,6,2,7,8,3,3,4,4,5,1,1,2,4,5,5,3,3,3,4,3,1,6,architect,15,medical,16,engineer,15,scientist,15,biologist,15,commander,15,2,1,8.09,1,Went over possible research opportunities with Cyprien,Hilaious P90X mixed with a vicious tickle fight,9/6/15,A pterodactyl ate mine,
9/6/15 19:51,9/6/15 19:55,0,128.171.71.146,100,280,1,9/6/15 19:55,R_24RvUbdTAYvVBHL,,,,,19.69760132,-155.1412964,anonymous,2035,6,6,6,5,5,6,1,8,7,5,5,5,5,5,2,2,5,5,5,5,3,3,3,4,3,1,6,architect,13,medical,13,engineer,14,scientist,,biologist,13,commander,15,1,1,8,2,"Cooked, ate, laughed ","See above,  self explanatory ",9/6/15,It looked at me funny ,
9/6/15 20:01,9/6/15 20:05,0,128.171.71.146,100,255,1,9/6/15 20:05,R_9p15e7EwGcvMrTD,,,,,19.69760132,-155.1412964,anonymous,2034,5,5,5,5,5,5,2,8,7,2,3,5,3,5,2,2,2,5,5,3,3,1,1,3,2,1,6,architect,14,medical,14,engineer,14,scientist,14,biologist,14,commander,15,1,1,9.5,3,Cleaned the hab today,"Had dinner together,

Worked out together",9/6/15,,
9/6/15 20:06,9/6/15 20:11,0,64.75.215.58,100,317,1,9/6/15 20:11,R_8occf0XWLKgEgXb,,,,,20.00169373,-155.5326996,anonymous,2031,6,6,6,5,4,4,3,7,8,2,2,5,5,6,1,1,4,5,5,5,3,1,1,5,3,1,6,architect,14,medical,13,engineer,14,scientist,13,biologist,15,commander,15,2,1,8,1,"Today was mostly about relaxing, but we cleaned together efficiently","We ate together, exercised together and are about to danse salsa",9/6/15,,
9/6/15 20:50,9/6/15 20:56,0,128.171.71.146,100,362,1,9/6/15 20:56,R_5nV2m080H1yRN1X,,,,,19.69760132,-155.1412964,anonymous,2036,6,6,6,5,5,5,5,7,5,2,2,5,4,6,1,1,1,5,5,6,2,2,2,5,3,3,6,architect,14,medical,15,engineer,14,scientist,16,biologist,16,commander,15,3,3,8,2,I worked well with other teammates in cooking and cleaning tasks today,"I had a chance to get a game of Hanabi in today, but had to duck out of Salsa dancing tonight due to a persistent headache",9/6/15,Still trying to solve issues with the admin computer,
9/7/15 20:37,9/7/15 20:44,0,128.171.71.146,100,411,1,9/7/15 20:44,R_bseYwv2Nci1H5u5,,,,,19.69760132,-155.1412964,anonymous,2035,6,6,6,6,6,6,2,7,7,3,4,5,5,5,1,1,5,5,5,5,3,3,3,4,3,1,6,architect,13,medical,13,engineer,15,scientist,14,biologist,14,commander,15,1,1,7,2,We worked together to get an EVA out the door. ,"we had 3 meals together, some group exercise and a tickle fight.",9/7/15,it did a little dance,
9/7/15 20:42,9/7/15 20:48,0,128.171.71.146,100,362,1,9/7/15 20:48,R_3w4F6iDx4VwI993,,,,,19.69760132,-155.1412964,anonymous,2036,6,6,6,5,5,5,3,8,8,5,5,5,5,6,2,1,5,5,5,6,4,4,3,5,3,2,6,architect,15,medical,15,engineer,15,scientist,16,biologist,16,commander,15,1,2,7,3,"Most tasks were lone tasks today, though I did help Shey film an outreach video, amd gave a fire extinguisher walkthrough to the crew","Dinner was delicious, with lots of socializing while watching a rugby game, and was followed by Salsa dancing",9/7/15,Still working out the admin computer,
9/7/15 20:46,9/7/15 20:52,0,128.171.71.146,100,400,1,9/7/15 20:52,R_8bI55yeNVKtQ68t,,,,,19.69760132,-155.1412964,anonymous,2033,5,5,5,5,5,5,2,8,8,1,4,5,5,5,2,2,5,5,5,5,3,1,3,4,3,1,6,architect,15,medical,15,engineer,15,scientist,15,biologist,15,commander,15,1,1,7,1,,,9/7/15,,
9/7/15 20:51,9/7/15 20:57,0,128.171.71.146,100,405,1,9/7/15 20:57,R_1UlRebSdHiHpuRv,,,,,19.69760132,-155.1412964,anonymous,2032,6,5,5,5,5,5,2,5,6,5,4,6,5,6,1,1,1,5,5,6,3,4,2,3,3,1,6,architect,15,medical,15,engineer,16,scientist,14,biologist,14,commander,16,2,1,7.15,2,"I did a sweet EVA and played outside, found a bunch of big holes, but man was i sweaty","Watched rugby and had chowder i made myself, good times. Working on a mushroom drawing, getting better.",9/7/15,"I think we finally fixed those badges, shazam. ",
9/7/15 20:55,9/7/15 20:59,0,64.75.215.58,100,240,1,9/7/15 20:59,R_3TYsXznbPpCiBo1,,,,,20.00169373,-155.5326996,anonymous,2031,5,5,6,5,5,5,3,8,7,4,4,5,4,6,1,1,5,5,4,5,3,3,3,3,3,3,6,architect,14,medical,14,engineer,14,scientist,14,biologist,14,commander,14,2,2,6,1,Worked on my project with another crewmember,"Dinner together, exercised together and about to danse salsa",9/7/15,,
9/8/15 10:08,9/8/15 10:11,0,128.171.71.146,100,187,1,9/8/15 10:11,R_aWpMj0joNo85SwB,,,,,19.69760132,-155.1412964,anonymous,2034,5,5,5,5,5,5,3,7,7,2,2,4,3,5,2,2,2,5,5,4,2,1,3,3,3,2,6,architect,14,medical,14,engineer,14,scientist,14,biologist,14,commander,14,1,1,9,3,,,9/7/15,,
9/8/15 19:44,9/8/15 19:47,0,128.171.71.146,100,141,1,9/8/15 19:47,R_a99bqp3kDXjB7Ap,,,,,19.69760132,-155.1412964,anonymous,2033,5,5,5,5,5,5,3,5,7,1,4,5,5,5,2,3,5,5,5,5,2,1,3,3,3,1,6,architect,15,medical,15,engineer,15,scientist,15,biologist,15,commander,15,1,1,7,1,,,9/8/15,No badges today,
9/8/15 19:52,9/8/15 19:57,0,128.171.71.146,100,312,1,9/8/15 19:57,R_4I4umDqLLquF6M5,,,,,19.69760132,-155.1412964,anonymous,2034,5,5,5,5,5,5,3,7,5,5,4,5,3,5,2,2,2,5,5,5,1,2,2,4,3,2,6,architect,15,medical,15,engineer,14,scientist,14,biologist,14,commander,14,1,2,7,1,,"Eating together, dancing salsa",9/8/15,,
9/8/15 19:54,9/8/15 19:57,0,64.75.215.58,100,220,1,9/8/15 19:57,R_3Rd7X1T0uf2Hymh,,,,,20.00169373,-155.5326996,anonymous,2031,5,5,5,5,5,5,3,7,7,2,2,5,5,5,1,1,4,4,5,5,3,4,3,3,3,2,6,architect,13,medical,13,engineer,14,scientist,14,biologist,14,commander,14,2,1,8,2,"I worked alone, but in a good atmosphere",We had dinner together and are about to dance salsa,9/8/15,,
9/8/15 21:20,9/8/15 21:23,0,128.171.71.146,100,191,1,9/8/15 21:23,R_cHqbU5r70QJdFpX,,,,,19.69760132,-155.1412964,anonymous,2035,5,5,5,5,5,5,2,6,7,4,4,5,5,5,1,1,5,5,5,5,3,3,3,4,3,2,6,architect,13,medical,13,engineer,14,scientist,14,biologist,14,commander,14,2,1,7,2,"Planning, cooking, salsa dancing ",See above,9/8/15,N/a,
9/8/15 21:23,9/8/15 21:28,0,128.171.71.146,100,325,1,9/8/15 21:28,R_3r74dscraTV21Mh,,,,,19.69760132,-155.1412964,anonymous,2032,5,4,5,4,5,5,3,6,7,3,3,6,4,6,1,1,1,4,6,6,3,3,2,4,3,1,6,architect,16,medical,15,engineer,16,scientist,14,biologist,14,commander,16,1,1,7.8,2,"I lived in the kitchen helping make all sorts of things just to be useful, learned how to make several items. Just bonding with the team and makimg grub.","Salsa dancing again, not quite aa crappy as I used to be. ",9/8/15,,
9/8/15 21:31,9/8/15 21:36,0,128.171.71.146,100,268,1,9/8/15 21:36,R_d6iXn0rJ9kb5NZ3,,,,,19.69760132,-155.1412964,anonymous,2036,6,6,6,5,5,5,2,7,9,2,5,6,5,6,1,2,5,5,5,5,4,2,3,4,4,2,6,architect,15,medical,15,engineer,15,scientist,16,biologist,16,commander,15,1,2,5,2,Most tasks today were lone tasks,"Lots of good social activity during dinner, followed by salsa dancing",9/8/15,Still sorting out the admin computer,
9/9/15 20:04,9/9/15 20:08,0,128.171.71.146,100,213,1,9/9/15 20:08,R_bydKvliaX5biTpH,,,,,19.69760132,-155.1412964,anonymous,2035,5,5,5,5,5,5,2,8,8,5,5,5,5,5,1,1,5,5,5,5,3,4,3,4,3,1,6,architect,13,medical,14,engineer,15,scientist,14,biologist,15,commander,15,1,1,7,2,We got a 4 person EVA out the door.,We celebrated my birthday today.,9/9/78,,
9/9/15 20:08,9/9/15 20:15,0,128.171.71.146,100,430,1,9/9/15 20:15,R_9vRE38nEgcTNCq9,,,,,19.69760132,-155.1412964,anonymous,2036,6,6,6,5,5,5,1,9,9,6,5,6,6,6,1,1,1,6,6,6,4,5,3,5,5,1,6,architect,16,medical,15,engineer,15,scientist,16,biologist,16,commander,16,1,1,7,3,4 person EVA!,"Lots of social activity around dinner, and Shey's birthday was today",9/9/15,Still working on the admin computer issues,
